filepath,label
data/Diabetic Retinopathy/train/images/IMAGE_01719.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01188.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00627.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01638.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00729.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00982.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01279.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01670.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00058.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01867.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00417.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01797.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01725.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01589.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00831.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00259.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01433.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00324.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01024.png,3
data/Diabetic Retinopathy/train/images/IMAGE_02229.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00038.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00090.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00141.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_02035.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01097.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01148.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00706.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02131.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01819.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01376.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00428.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00790.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01808.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01108.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01320.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02143.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02165.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00931.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01049.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00388.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00521.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00691.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00945.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01859.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01448.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00229.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01654.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01067.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02197.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02104.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00108.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00527.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01802.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00323.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00808.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00638.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01331.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00998.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00140.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01090.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01069.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00004.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00208.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00862.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01194.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00489.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00434.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01030.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01969.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00969.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01236.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01558.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00776.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01001.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01133.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01508.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00874.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01259.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00073.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00585.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01921.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02214.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00002.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01034.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01225.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00498.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02078.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02138.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02224.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00606.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01144.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01593.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00833.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01548.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01469.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01510.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01818.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00773.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01883.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01102.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01561.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00908.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00851.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00315.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00613.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01899.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01272.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01040.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01625.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00676.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01266.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01245.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01391.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00300.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01675.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01731.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01931.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01563.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01453.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00197.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01472.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00496.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01027.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02042.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02122.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01529.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00051.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01492.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00166.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00848.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01554.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00954.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00113.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01213.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02181.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00374.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00886.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00409.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00793.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01530.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01217.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01351.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00231.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00863.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00591.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00297.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02025.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01513.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00078.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02199.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01218.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01569.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00914.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00697.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01354.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00460.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01908.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01622.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00183.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01664.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01232.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01363.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00927.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01026.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00001.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_02169.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00605.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00787.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01390.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00653.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01550.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00422.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01860.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00503.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00011.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01476.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00784.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01228.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01009.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00798.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02190.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01254.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01827.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00418.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01406.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01307.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01303.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00730.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00468.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01316.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00846.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01273.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00949.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02108.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00875.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01408.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02008.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02027.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01543.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00415.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00213.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00840.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00761.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00816.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00293.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00924.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00985.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00899.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02195.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00512.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00114.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01488.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00384.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01967.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00430.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00778.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00690.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02034.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02007.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02102.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00923.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01946.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01434.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00561.png,4
data/Diabetic Retinopathy/train/images/IMAGE_00082.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01980.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00264.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00774.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00467.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00327.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01356.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01280.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00094.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01333.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00528.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01088.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01786.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01918.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01028.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02105.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01824.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00727.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01609.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00091.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00632.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01792.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01520.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00299.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00921.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01416.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00771.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00349.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02141.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01467.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01449.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01556.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02044.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01184.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01065.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02230.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00291.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00869.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01966.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01163.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01323.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00803.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00261.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01215.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01021.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01360.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01650.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02156.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00829.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00835.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00464.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00531.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00206.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_02093.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00202.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00780.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00283.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01732.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01364.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00543.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02049.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00436.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02056.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00689.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00809.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00035.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00120.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00279.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01954.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00683.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01426.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01187.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00900.png,4
data/Diabetic Retinopathy/train/images/IMAGE_01286.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02091.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00018.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01758.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02087.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00669.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00087.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01146.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00842.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01062.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01459.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00398.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01289.png,3
data/Diabetic Retinopathy/train/images/IMAGE_02203.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00487.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00356.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01494.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00675.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00742.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01038.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01345.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01456.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01506.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00735.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02153.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01036.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02237.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01865.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00012.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02121.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02130.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01894.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01961.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01955.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01842.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01582.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02191.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01767.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01752.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00839.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01329.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01667.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00226.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00347.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02217.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01350.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00125.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01774.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00673.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00505.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_02126.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01051.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01016.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01521.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01471.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00007.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01580.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01729.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01718.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01763.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01535.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00779.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00962.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01949.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01607.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00391.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01335.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01291.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00408.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00046.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00014.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01972.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00077.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02009.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00922.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00529.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00636.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00201.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01048.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01089.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01778.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01326.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01068.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01443.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01283.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01959.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00237.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00052.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00999.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00095.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00215.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01353.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01431.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02218.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00510.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00764.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00660.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01695.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00589.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01602.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01500.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01534.png,2
data/Diabetic Retinopathy/train/images/IMAGE_02081.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01964.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01765.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00184.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02092.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01224.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00939.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01706.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01618.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00555.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01588.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02023.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00284.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01637.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01834.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00904.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00720.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00060.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01813.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00104.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00964.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00126.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00766.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00190.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01504.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01753.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00877.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00849.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01263.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01891.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01463.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01583.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01485.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01555.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00695.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00172.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_02209.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01932.jpg,0
